,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-current-assets,2213.078,2602.47,2423.806,2318.804,2386.81,2379.392,2365.215,2380.227,2231.504,2012.226,1826.11,1619.361,1998.315,1933.708,1728.638,1827.833,1803.762,1883.707,1911.281,2348.786,2235.477,1903.269,1915.181,1761.708,1701.094,1713.296,1727.56,1790.506,1745.78,1660.781,1591.471,1502.313,1423.132,1313.322,1203.816,1146.061,1137.715,1185.99,1139.943,1146.335,1012.609,937.501,876.412,858.873,820.558,778.705,731.133,818.564,743.95,718.435,714.556,751.03,716.34,683.707,668.737,651.631,513.947,480.511,455.795
net-property-plant-equipment,1865.924,1866.142,1790.116,1743.575,1697.249,1666.309,1600.876,1603.319,1587.035,1593.999,1569.023,1552.524,1476.126,1437.825,1366.479,1309.214,1187.114,1155.153,1103.4,924.26,889.487,863.684,845.104,792.781,724.886,674.626,606.449,569.708,551.663,534.611,495.918,488.996,493.594,497.77,495.6,498.829,500.667,507.045,515.609,509.178,506.331,501.066,498.258,483.399,472.655,470.701,479.872,462.839,478.227,443.265,397.288,357.942,331.785,321.89,309.313,292.608,268.012,258.909,234.541
long-term-investments,403.435,320.616,283.596,300.046,338.233,118.286,172.007,196.837,112.401,110.875,77.206,109.374,143.859,89.93,203.268,173.073,301.023,298.501,204.52,231.147,226.371,478.963,436.995,554.873,577.493,513.762,515.858,509.467,462.999,412.244,375.039,359.324,334.765,329.99,337.852,264.467,205.323,45.129,,,95.25,99.15,99.6,105.3,101.738,101.649,101.388,,,,,,,,,,,,
goodwill-intangible-assets-total,1192.302,1214.01,1231.868,1252.849,1268.779,1289.454,1314.398,1332.758,1353.26,1372.46,1388.557,1410.247,1439.899,1461.388,1489.725,1487.24,1505.631,1486.629,1508.384,447.174,453.925,461.177,445.777,451.554,447.768,451.092,457.348,379.661,278.27,281.161,284.965,287.192,243.18,245.34,202.153,199.842,200.314,198.716,200.654,185.198,190.882,193.361,195.31,198.591,200.616,203.081,188.446,190.778,194.511,198.207,202.703,183.247,184.15,173.594,176.985,176.59,181.118,171.02,171.714
other-long-term-assets,327.521,341.036,353.977,198.85,212.072,208.274,211.158,134.011,145.182,184.734,190.607,219.248,199.356,204.214,200.451,202.065,193.31,169.005,168.547,158.999,184.606,173.369,181.615,190.371,191.286,191.328,178.418,187.819,170.868,154.282,139.578,113.783,101.86,86.676,75.386,68.743,69.512,67.444,69.981,74.591,14.492,15.184,15.495,16.014,16.436,17.152,17.045,17.395,17.596,17.397,17.64,16.426,13.933,11.299,10.71,10.252,10.405,7.707,8.162
total-long-term-assets,4724.352,4673.839,4574.706,4389.832,4398.59,4149.607,4146.423,4089.084,4000.752,4046.415,3977.098,4010.602,3950.212,3845.843,3865.854,3734.151,3719.163,3601.126,3441.324,2181.779,2157.161,2362.006,2276.167,2336.656,2265.276,2130.645,2037.589,1913.962,1724.676,1638.263,1548.088,1498.045,1420.436,1407.485,1357.728,1276.729,1220.668,1059.685,1023.76,1002.232,1039.093,1037.39,1032.538,1022.115,1006.366,1004.071,994.137,871.392,887.85,852.427,807.989,745.403,716.626,689.5681,674.055,651.998,628.5601,603.271,576.565
total-assets,6937.43,7276.309,6998.512,6708.636,6785.4,6528.999,6511.638,6469.311,6232.256,6058.641,5803.208,5629.963,5948.527,5779.551,5594.492,5561.984,5522.925,5484.833,5352.605,4530.565,4392.638,4265.275,4191.348,4098.364,3966.37,3843.941,3765.149,3704.468,3470.456,3299.044,3139.559,3000.358,2843.568,2720.807,2561.544,2422.79,2358.383,2245.675,2163.703,2148.567,2051.702,1974.891,1908.95,1880.988,1826.924,1782.776,1725.27,1689.956,1631.8,1570.862,1522.545,1496.433,1432.966,1373.275,1342.792,1303.629,1142.507,1083.782,1032.36
total-current-liabilities,1001.596,1031.366,940.624,962.69,907.025,835.687,802.942,789.595,806.865,841.709,833.539,845.401,828.06,815.093,775.932,777.866,839.335,777.851,792.299,634.315,671.12,672.522,611.667,640.432,584.44,605.44,572.423,580.112,496.007,465.126,443.52,438.72,377.502,350.951,314.829,305.932,324.934,323.471,304.592,358.103,306.85,303.779,320.125,341.223,293.727,291.225,281.522,288.123,266.098,268.431,273.288,312.174,281.3,264.067,261.061,260.09,278.191,268.876,210.046
