,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-current-assets,883.813,868.672,822.686,775.082,827.983,821.322,848.65,822.146,944.943,616.166,568.919,495.17,511.877,493.986,494.565,438.495,504.912,608.247,521.95,529.321,562.589,564.161,539.746,521.152,510.583,477.736,447.059,453.051,493.562,477.323,459.743,452.257,476.328,495.784,425.185,444.849,386.295,387.631,372.844,365.363,395.795,423.249,477.567,497.392,436.282,379.561,489.323,339.931,380.359,352.983,229.8,221.761,219.499,226.463,242.826,265.952,269.659,225.172,204.958
net-property-plant-equipment,319.384,316.445,306.35,300.112,287.0,277.025,274.029,269.251,232.241,232.074,229.11,222.369,212.195,208.648,210.33,205.181,197.2,215.46,210.111,193.626,203.882,206.668,205.667,200.31,192.724,184.537,179.352,177.898,161.189,146.928,136.77,131.383,122.435,115.667,102.478,99.456,87.293,84.644,83.418,83.526,70.834,70.777,69.783,76.003,69.999,63.437,63.344,61.73,55.262,50.632,43.702,42.559,40.659,35.791,29.079,27.451,27.511,27.691,27.685
long-term-investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.693,11.683,16.168,23.251,49.394,81.463
goodwill-intangible-assets-total,1985.632,1968.352,1981.138,2005.971,2023.628,2048.993,2092.449,2097.532,1221.995,1234.154,1232.637,1071.746,1089.323,1097.592,1110.959,1116.129,1112.147,797.605,801.626,776.047,763.48,776.986,797.095,446.927,451.234,499.765,504.552,506.334,510.771,516.393,526.152,530.102,538.463,516.311,458.636,456.832,461.144,453.317,464.133,473.058,479.037,429.214,427.93,438.092,419.84,402.608,406.509,403.204,360.454,358.282,341.186,342.13,336.597,287.868,202.144,132.933,135.92,137.556,142.336
other-long-term-assets,130.746,114.503,79.133,19.917,32.797,30.756,26.101,16.078,12.657,12.523,13.592,11.734,6.653,6.874,7.28,7.487,8.406,10.893,11.436,10.22,9.524,8.786,7.77,8.338,9.986,10.475,9.785,10.359,11.956,12.516,12.58,13.128,12.674,13.63,10.302,10.102,8.826,1.975,2.086,2.314,27.57,23.132,20.137,4.523,34.624,16.848,13.48,13.147,14.002,14.593,8.386,7.168,7.705,6.404,5.899,5.928,5.358,4.623,4.71
total-long-term-assets,2462.767,2421.738,2383.025,2332.805,2350.659,2364.451,2399.043,2389.111,1473.244,1484.965,1480.096,1312.784,1315.547,1320.176,1335.697,1335.729,1322.708,1029.647,1028.857,1058.098,983.145,998.8619,1016.177,670.987,673.489,709.765,709.4319,710.548,691.944,684.494,698.627,691.852,698.338,658.072,581.843,574.284,572.981,554.164,565.153,574.739,577.441,523.123,517.85,528.622,524.463,482.893,483.333,478.081,429.718,423.507,393.274,391.857,384.961,339.756,248.805,182.48,196.222,226.514,265.449
total-assets,3346.58,3290.41,3205.711,3107.887,3178.642,3185.773,3247.693,3211.257,2418.187,2101.131,2049.015,1807.954,1827.424,1814.162,1830.262,1774.224,1827.62,1637.894,1550.807,1587.419,1545.734,1563.023,1555.923,1192.139,1184.072,1187.501,1156.491,1163.599,1185.506,1161.817,1158.37,1144.109,1174.666,1153.856,1007.028,1019.133,959.276,941.795,937.997,940.102,973.236,946.372,995.417,1026.014,960.745,862.454,972.656,818.012,810.077,776.49,623.074,613.618,604.46,566.219,491.631,448.432,465.881,451.686,470.407
total-current-liabilities,302.641,315.111,288.106,262.552,258.34,233.342,336.02,348.911,210.234,177.877,188.083,123.601,161.397,149.827,156.63,139.127,139.947,155.753,126.805,126.025,130.123,126.902,116.831,119.382,122.278,109.339,105.78,106.929,112.574,112.247,104.586,101.868,104.433,118.008,163.316,201.857,102.704,85.639,159.18,156.73,215.32,216.834,170.671,174.751,280.602,189.235,317.113,191.671,188.185,181.025,273.744,274.017,255.456,113.619,53.768,31.287,33.536,32.263,30.979
