,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,11060.25,11247.78,11373.73,11800.18,11918.51,12074.35,12867.48,12020.66,11461.43,11669.53,11335.82,11414.77,10723.92,10492.56,10644.59,10863.97,9755.094,9639.961,9517.312,10628.34,8593.852,8421.977,8493.269,8602.809,6981.494,5895.089,5662.556,5965.563,5472.01,5447.126,5354.338,5824.358,5443.101,5157.796,5195.946,5440.751,5210.098,5096.601,4980.895,5361.851,4972.82,4424.228,4578.95,4963.704,4211.775,4116.25,4528.11,4822.362,4097.811,4129.002,4602.195,4628.473,4422.055,4471.178,4353.87,4972.288,4003.69,4533.744,4623.581
other-current-assets,1147.483,1001.632,977.86,973.837,,,,,,,,,,,,,,,,,,,,,,,461.775,223.648,662.853,,,,225.437,,,,,,,,,,,,43.691,53.952,,,284.818,,,,,,,,,,
total-current-assets,28132.05,27401.78,27622.18,27476.21,25894.37,26404.4,26397.21,25296.43,24303.3,23677.22,23493.92,23078.76,22851.85,21457.26,22070.07,20361.68,20334.49,19902.03,19556.82,20144.71,16800.21,15891.39,15760.03,15228.34,14393.65,12139.07,11724.78,11022.2,11058.46,11170.42,11603.64,11955.78,11375.04,11121.3,10956.25,10428.17,10748.35,10338.0,10167.03,9916.131,9953.753,9138.38,9005.379,9007.069,8669.761,8447.791,8808.756,8838.836,8937.852,9150.181,9874.81,9331.881,9210.407,9304.575,9205.113,9166.46,7987.692,8001.915,8245.901
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodwill-intangible-assets-total,9000.343,9036.963,9055.678,9622.245,9612.1,9713.641,9759.889,8901.145,8877.562,8913.978,8876.648,8914.299,8959.346,8986.106,9028.488,9052.837,6137.51,6115.499,6122.137,3501.051,3481.744,3489.315,3495.145,3501.341,3499.713,3504.803,3512.0,3548.935,3523.432,3586.651,3108.418,3103.011,2805.72,2843.931,2846.206,2845.423,2845.343,2846.301,2854.637,2857.242,2859.064,2855.763,2844.783,2852.618,2875.366,3019.326,3235.121,3249.174,2743.285,3212.052,3186.39,3192.353,3063.767,3049.844,3052.114,2911.439,2878.724,2892.278,2892.896
other-long-term-assets,269.067,272.371,273.582,272.428,270.942,288.193,298.478,334.816,337.664,312.894,324.383,295.476,295.626,305.219,302.088,281.789,298.474,357.284,371.012,352.151,350.652,367.743,255.228,242.304,221.713,158.365,112.41,124.058,116.676,125.473,129.558,125.871,129.048,128.505,123.409,121.911,129.438,131.297,134.82,140.989,140.685,146.563,122.909,129.015,120.5,,,,135.28,,,,,,,,,,
total-long-term-assets,11039.93,11076.76,11188.13,11791.62,11775.47,11905.19,11998.52,11065.08,11013.17,10976.79,10903.09,10840.52,10785.65,10456.99,10425.29,10394.13,7628.495,7431.47,7448.708,4760.206,4731.978,4739.22,4601.22,4567.75,4524.987,4440.259,4386.647,4473.333,4383.792,4577.17,4041.395,4022.486,3607.63,3734.424,3724.77,3704.146,3686.493,3665.782,3655.258,3640.14,3618.987,3597.371,3544.337,3554.077,3548.025,3540.549,3764.22,3772.921,3372.212,3741.039,3711.962,3711.037,3573.513,3562.467,3576.455,3409.418,3393.482,3405.046,3386.911
total-assets,39171.98,38478.54,38810.31,39267.82,37669.84,38309.59,38395.73,36361.51,35316.47,34654.01,34397.01,33919.27,33637.5,31914.24,32495.36,30755.8,27962.98,27333.5,27005.53,24904.92,21532.18,20630.61,20361.25,19796.1,18918.64,16579.33,16111.43,15495.53,15442.26,15747.59,15645.04,15978.27,14982.67,14855.73,14681.02,14132.32,14434.84,14003.79,13822.29,13556.27,13572.74,12735.75,12549.72,12561.15,12217.79,11988.34,12572.98,12611.76,12310.06,12891.22,13586.77,13042.92,12783.92,12867.04,12781.57,12575.88,11381.17,11406.96,11632.81
total-current-liabilities,29581.29,28788.87,29211.9,29351.74,27869.69,28099.67,28094.4,26740.29,26818.16,25751.08,25531.43,25542.76,25280.37,23997.26,23770.91,24024.34,21578.23,21117.29,20225.91,20805.03,17250.16,16339.36,16499.93,15828.9,14870.63,12441.65,12042.65,11435.74,11265.59,10951.36,10915.0,11301.38,10875.26,10007.79,9950.172,9640.905,9906.344,9486.687,9426.398,9243.448,9479.61,8586.974,8478.106,8506.797,8167.589,7871.502,8234.965,8311.511,7864.11,7840.894,8190.943,7787.322,7459.188,7439.994,7132.453,7106.107,6052.096,6270.335,6552.727
long-term-debt,4354.398,4339.929,4359.9,4516.583,4510.828,4569.762,4640.021,4617.259,3781.569,3781.793,3839.598,3871.584,3852.484,3794.036,4368.586,4393.317,3739.225,3742.781,3942.517,1995.885,1995.632,1995.482,1396.948,1396.776,1396.606,1396.439,1396.272,1396.107,1395.931,1483.726,1489.971,1481.939,972.863,1361.889,1342.581,1287.41,1343.158,1359.681,1358.505,1375.256,1176.933,1190.225,1159.351,1185.339,1187.412,1231.199,1223.768,1250.284,1227.077,1212.935,1199.138,1210.938,1093.931,1082.212,1077.533,1051.433,951.479,856.068,856.371
other-non-current-liabilities,382.887,370.992,342.979,355.238,409.952,486.747,489.629,469.759,159.663,167.16,164.646,165.507,160.47,122.304,123.506,105.826,84.904,897.808,920.852,335.652,88.287,309.41,318.853,322.619,331.652,323.051,326.228,326.453,325.897,382.788,293.59,290.351,267.686,282.975,255.233,241.998,231.044,226.226,205.463,196.706,199.728,174.234,153.563,153.193,152.74,161.674,166.444,164.78,119.157,101.552,102.007,105.387,89.644,114.556,104.99,98.625,97.242,96.193,61.721
total-long-term-liabilities,6597.48,6582.47,6560.08,6751.353,6750.19,6933.989,6937.732,6746.637,6433.844,6349.42,6336.295,6259.957,6227.728,6037.671,6533.283,5431.442,5768.369,4640.589,4863.369,2331.537,2325.124,2304.892,1715.801,1719.395,1728.258,1719.49,1722.5,1722.56,1721.828,1866.514,1783.561,1772.29,1240.549,1644.864,1597.814,1529.408,1574.202,1585.907,1563.968,1571.962,1376.661,1364.459,1312.914,1338.532,1340.152,1392.873,1390.212,1415.064,1346.234,1314.487,1301.145,1316.325,1183.575,1196.768,1182.523,1150.058,1048.721,952.261,918.092
total-liabilities,36178.77,35371.34,35771.98,36103.09,34619.88,35033.66,35032.14,33486.93,33252.01,32100.5,31867.72,31802.71,31508.1,30034.93,30304.19,29455.78,27346.6,25757.88,25089.28,23136.57,19575.28,18644.25,18215.73,17548.29,16598.89,14161.14,13765.15,13158.3,12987.42,12817.88,12698.56,13073.67,12115.81,11652.65,11547.99,11170.31,11480.55,11072.59,10990.37,10815.41,10856.27,9951.433,9791.02,9845.329,9507.741,9264.375,9625.177,9726.575,9210.344,9155.381,9492.088,9103.647,8642.763,8636.762,8314.976,8256.165,7100.817,7222.596,7470.819
common-stock-net,2.853,2.849,2.846,2.842,2.836,2.833,2.831,2.814,2.806,2.804,2.796,2.783,2.778,2.77,2.765,2.759,2.75,2.747,2.741,2.72,2.711,2.707,2.695,2.686,2.678,2.671,2.651,2.64,2.625,2.616,2.608,2.584,4.965,4.958,4.939,4.92,4.898,4.894,4.867,4.846,4.829,4.821,2.409,2.406,4.812,2.402,2.387,2.381,2.379,2.378,2.375,2.357,2.354,2.348,2.344,2.323,2.312,1.142,1.135
