,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-current-assets,342.041,391.706,409.036,427.849,429.926,462.032,484.47,510.372,353.345,340.834,222.354,256.532,272.605,284.344,297.035,171.772,153.09,168.442,153.329,161.321,158.6,175.623,190.914,95.195,102.818,100.4208,111.1105,130.6279,105.6186,119.7311,132.566,63.9875,76.9685,88.0135,79.1921,89.4984,98.4308,49.3243,62.6773,74.4417,83.4058,93.649,66.181,74.0128,78.2294,86.1162,96.6207,101.1771,108.0758,102.9441,73.2945,45.5936,17.332,16.4539,18.5817,20.1062,6.9373,10.5463,13.5404
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-long-term-assets,12.917,11.045,5.531,4.934,7.791,7.933,6.062,6.053,0.572,0.622,0.672,0.719,5.486,7.101,7.621,6.074,2.958,3.011,3.064,1.705,2.777,3.086,3.145,3.176,2.3912,2.39,1.7808,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,0.0188,0.0228,0.0228,0.0228,0.0208,0.0203
total-long-term-assets,28.315,26.124,20.073,12.399,14.581,12.722,10.999,9.573,3.804,3.952,4.413,4.983,9.893,11.783,12.061,10.017,5.644,5.605,5.796,4.656,6.026,6.429,6.773,6.598,7.3271,6.9665,5.7558,4.1005,2.3637,2.0168,2.1529,1.771,1.2748,1.4956,1.7412,1.8469,1.9609,2.1615,2.4861,2.708,2.7036,2.6467,2.7458,2.5499,2.5238,2.4398,2.2511,2.2833,1.9169,1.1827,0.572,0.4978,0.4797,0.3883,0.39,0.4041,0.448,0.392,0.3364
total-assets,370.356,417.83,429.109,440.248,444.507,474.754,495.469,519.945,357.149,344.786,226.767,261.515,282.498,296.127,309.096,181.789,158.734,174.047,159.125,165.977,164.626,182.052,197.687,101.793,110.1451,107.3873,116.8663,134.7284,107.9822,121.7479,134.7189,65.7585,78.2433,89.5091,80.9333,91.3453,100.3917,51.4859,65.1634,77.1498,86.1094,96.2956,68.9268,76.5627,80.7531,88.556,98.8718,103.4604,109.9927,104.1268,73.8666,46.0913,17.8117,16.8422,18.9717,20.5103,7.3852,10.9383,13.8768
total-current-liabilities,108.041,135.417,138.662,149.361,139.119,132.429,119.224,131.328,102.048,82.615,61.708,54.585,52.66,38.885,64.223,62.457,44.851,35.039,26.209,24.331,34.593,31.721,36.36,24.902,39.6238,32.8333,19.7506,18.9462,21.0388,16.1476,16.6808,17.3018,13.7924,31.5431,12.6037,15.3431,11.7813,11.0617,13.7606,14.397,15.8131,15.1684,13.3305,14.2184,11.0624,9.4089,9.6026,8.8641,8.261,6.0014,5.1563,4.2505,2.757,2.4258,2.6933,2.3034,1.8115,1.7154,1.928
long-term-debt,9.308,14.083,18.742,34.874,57.94,79.08,102.696,125.14,145.417,165.517,184.43,199.228,199.803,204.85,168.6,27.971,34.094,40.098,45.985,49.86,39.762,43.613,47.389,49.772,26.332,28.1755,29.7732,31.1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-non-current-liabilities,6.407,6.532,7.149,2.118,2.203,2.314,2.479,0.814,0.54,0.71,0.326,0.358,1.178,0.6,3.906,4.443,3.746,3.429,3.127,3.167,2.759,2.854,2.343,1.364,0.9215,0.6787,0.4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
