,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,155.526,134.925,129.765,127.892,125.5,124.131,119.046,114.956,107.372,104.69,98.482,95.833,99.374,98.116,97.101,93.735,98.097,90.037,86.055,89.043,92.695,92.621,91.674,89.396,87.146,88.405,84.959,88.47,93.718,92.283,89.347,92.969,94.391,100.533,97.594,100.297,100.759,96.571,97.578,102.723,100.29,96.403,97.56,96.882,93.537,93.602,90.881,88.023,80.234,77.169,75.681,72.362,71.821,69.036,68.167,65.128,65.021,60.373,63.68
other-current-assets,76.774,68.911,56.051,48.807,42.697,49.833,53.079,81.315,86.358,67.693,43.872,45.008,52.921,66.609,62.164,47.286,84.103,74.453,110.742,45.297,106.718,107.709,88.459,86.597,105.153,92.915,92.993,83.601,65.243,75.047,80.892,79.052,78.339,89.466,88.941,76.603,72.365,73.705,74.288,111.884,61.003,108.608,102.576,67.451,74.594,80.328,75.309,79.477,58.159,58.583,54.186,44.363,46.389,42.546,41.967,26.858,55.886,42.049,39.906
total-current-assets,972.407,1010.058,866.182,897.836,838.166,889.53,843.348,826.625,782.378,738.067,700.121,656.832,654.578,701.547,637.391,559.234,578.661,629.647,614.142,579.254,606.019,592.702,590.658,552.55,547.781,519.757,492.619,485.252,457.915,451.559,437.27,425.843,456.329,548.252,560.584,552.894,527.297,608.048,613.741,595.601,566.363,569.705,581.72,618.139,618.825,676.94,646.089,607.864,555.345,527.547,482.239,501.093,559.73,526.383,412.659,419.322,498.767,479.279,522.992
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodwill-intangible-assets-total,1602.876,1617.191,1315.499,1320.076,1336.634,1350.303,901.812,872.777,871.312,845.899,826.358,861.808,841.277,837.22,496.552,506.259,695.931,489.79,482.401,338.551,456.901,478.274,309.772,315.238,316.516,317.734,322.117,293.531,297.197,280.795,289.336,290.998,305.74,315.457,321.009,319.674,644.775,644.61,656.532,661.815,675.032,632.182,581.684,593.678,1307.33,1257.412,1265.195,1269.445,1276.689,1277.792,1278.757,1279.513,1252.728,1262.234,1476.53,1272.611,1634.209,1645.579,1664.533
other-long-term-assets,954.401,958.422,813.817,681.704,700.394,702.547,441.052,425.893,414.18,400.48,393.339,408.587,405.08,417.588,278.983,285.017,65.552,63.216,70.686,234.352,83.873,81.815,64.043,61.964,57.17,53.915,48.985,48.659,40.987,41.399,47.045,57.659,57.053,56.304,65.353,62.323,64.73,53.473,53.661,53.18,52.883,60.937,50.835,55.002,58.535,60.382,57.141,85.993,118.95,135.91,142.32,133.944,131.911,70.103,21.511,34.709,25.714,27.372,29.485
total-long-term-assets,3610.155,3615.426,3060.455,2958.043,2958.491,2976.353,2157.655,2103.297,2083.54,2035.597,1996.954,2054.968,2035.612,2061.44,1466.327,1509.263,1454.182,1256.27,1233.087,1291.324,1236.339,1270.76,1061.105,1080.206,1095.986,1101.841,1111.189,1101.092,1109.703,1094.514,1118.088,1132.477,1129.044,1157.173,1184.036,1180.479,1552.976,1548.589,1573.13,1608.492,1625.169,1583.913,1505.868,1523.274,2278.057,2214.158,2198.638,2197.673,2180.429,2136.532,2086.155,2056.451,1943.485,2090.703,1997.765,2118.887,2090.628,2068.728,2104.024
total-assets,4582.562,4625.484,3926.637,3855.879,3796.657,3865.883,3001.003,2929.922,2865.918,2773.664,2697.075,2711.8,2690.19,2762.987,2103.718,2068.497,2032.843,1885.917,1847.229,1870.578,1842.358,1863.462,1651.763,1632.756,1643.767,1621.598,1603.808,1586.344,1567.618,1546.073,1555.358,1558.32,1585.373,1705.425,1744.62,1733.373,2080.273,2156.637,2186.871,2204.093,2191.532,2153.618,2087.588,2141.413,2896.882,2891.098,2844.727,2805.537,2735.774,2664.079,2568.394,2557.544,2503.215,2617.086,2410.424,2538.209,2589.395,2548.007,2627.016
total-current-liabilities,681.646,635.598,529.759,558.222,539.599,518.14,407.098,463.504,415.755,424.071,383.374,429.593,412.047,413.393,309.989,311.761,314.104,276.532,270.489,294.686,283.083,271.648,239.319,247.034,235.171,225.854,330.812,342.247,325.237,328.126,223.835,216.797,223.842,277.103,307.808,259.78,237.379,246.06,247.218,249.773,254.099,269.645,279.873,300.998,512.51,500.775,302.837,302.528,290.366,269.681,246.29,259.331,253.581,275.123,268.023,311.412,318.25,316.22,325.76
