,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-current-assets,22.14,21.31,19.422,20.899,18.139,17.3,8.302,12.177,7.331,6.087,6.289,5.796,6.421,6.987,6.265,5.835,6.119,5.43,4.597,3.777,4.205,4.137,4.186,4.449,4.774,3.942,3.893,2.949,3.274,2.905,3.634,4.363,4.148,3.961,,3.442,,,,,0.45,0.45,0.45,,0.436,0.436,0.556,,0.678,0.467,0.374,1.171,0.948,0.935,1.713,,,,
total-current-assets,373.034,357.804,366.322,366.905,367.183,350.436,208.349,200.965,191.612,165.766,167.132,149.741,159.546,173.537,145.184,138.83,205.932,153.136,133.985,135.352,137.713,148.268,114.784,129.555,120.007,121.656,109.983,120.73,121.418,124.811,121.596,138.265,139.963,118.27,109.67,107.148,108.748,98.063,107.423,96.76,92.26,88.005,86.688,81.209,81.641,76.599,80.201,82.997,87.509,89.452,95.032,90.051,89.413,74.701,71.684,66.715,72.653,73.568,
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodwill-intangible-assets-total,1520.744,1484.943,1456.953,1459.096,1453.643,1443.914,531.484,527.211,523.468,460.145,425.671,409.323,407.419,397.85,397.103,387.099,322.793,319.241,319.798,319.704,322.206,313.435,258.405,257.077,258.092,253.793,250.481,231.192,231.259,225.433,225.625,224.12,224.316,224.536,220.556,211.389,208.24,200.147,191.737,186.325,168.41,160.099,153.272,142.547,113.94,109.474,81.152,76.282,74.372,57.818,54.207,47.943,44.772,29.4,26.155,26.103,18.149,16.052,
other-long-term-assets,119.798,107.02,107.542,23.151,23.623,22.422,19.241,19.073,2.411,2.87,6.834,11.756,2.358,2.364,2.375,2.029,1.907,1.903,1.872,1.896,1.914,2.993,63.638,4.542,5.373,9.877,5.406,5.441,5.447,5.203,5.209,5.809,5.713,5.73,5.781,4.959,2.168,8.769,2.156,1.96,2.62,3.155,3.97,3.296,3.561,3.46,4.067,3.183,3.19,3.723,3.559,2.995,5.168,2.584,1.61,1.576,0.865,0.406,
total-long-term-assets,1724.83,1672.051,1647.535,1561.81,1543.581,1531.234,596.9741,592.737,573.441,506.9,475.593,464.33,453.907,446.108,437.669,427.224,362.955,355.909,356.979,356.387,357.918,349.357,353.316,292.671,294.026,293.732,284.924,266.164,266.08,258.545,258.452,258.111,257.93,259.456,257.592,250.157,238.667,233.135,215.677,210.855,191.088,181.592,174.957,162.191,134.924,127.544,107.959,91.988,90.171,73.609,69.772,62.643,61.336,43.094,38.453,37.903,29.004,23.284,
total-assets,2097.864,2029.855,2013.857,1928.715,1910.764,1881.67,805.323,793.702,765.053,672.666,642.725,614.071,613.453,619.645,582.853,566.054,568.887,509.045,490.964,491.739,495.631,497.625,468.1,422.226,414.033,415.388,394.907,386.894,387.498,383.356,380.048,396.376,397.893,377.726,367.262,357.305,347.415,331.198,323.1,307.615,283.348,269.597,261.645,243.4,216.565,204.143,188.16,174.985,177.68,163.061,164.804,152.694,150.749,117.795,110.137,104.618,101.657,96.852,0.0
total-current-liabilities,244.449,224.771,234.026,206.112,228.564,220.005,126.128,102.252,107.993,94.998,99.177,80.467,87.032,91.306,80.499,70.166,72.247,76.443,64.55,60.842,70.102,74.797,52.496,59.646,55.231,62.36,51.699,55.21,50.946,57.959,52.061,57.536,49.116,49.723,51.238,51.465,50.772,50.431,54.327,48.371,46.629,43.996,49.582,49.11,37.243,26.621,27.508,21.952,24.326,20.096,26.375,21.556,25.985,20.239,17.956,17.521,17.461,17.681,
long-term-debt,302.109,230.0,300.985,235.93,242.989,242.265,125.0,144.0,119.093,84.409,78.476,87.544,92.379,110.423,96.485,98.543,92.608,40.66,47.719,60.778,64.818,69.896,70.953,22.963,25.138,25.567,23.197,19.5,25.085,8.309,14.213,34.82,54.0,,,,3.818,3.928,4.012,9.819,4.18,4.314,4.399,4.483,4.579,12.832,4.894,2.91,2.974,3.083,3.138,3.198,3.967,3.38,3.499,3.621,3.597,1.42,
