,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-current-assets,65.679,68.624,68.232,69.938,70.156,65.663,65.166,57.877,50.716,47.936,44.603,44.549,47.948,51.248,60.79,74.557,80.4449,80.1836,83.2348,81.516,83.7675,78.7658,83.0365,72.7523,68.892,65.0769,58.5045,50.2015,60.4764,55.9426,57.8077,54.1685,59.6659,59.4277,56.8076,49.62,47.6444,44.5669,44.6574,45.6737,44.7313,46.1362,46.5961,45.0744,44.9952,42.976,42.854,42.5767,40.6146,40.2972,37.3251,39.2527,39.1638,39.239,39.039,39.2057,37.0454,35.4414,33.4255
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodwill-intangible-assets-total,235.937,238.856,224.152,226.675,229.267,231.959,234.56,237.162,267.763,270.364,272.966,275.567,275.829,278.43,279.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-long-term-assets,9.2,7.883,6.806,0.995,1.004,1.155,1.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-long-term-assets,275.177,276.467,261.607,257.808,256.736,257.181,260.219,260.339,289.82,291.942,291.712,294.601,294.6,296.658,299.486,18.231,17.3989,17.6677,17.6225,17.8088,17.6967,18.0361,18.9742,19.7823,20.553,21.1268,24.9304,26.8928,24.7774,24.6292,22.2137,21.476,12.5328,12.9781,13.1915,13.1153,12.7656,12.0151,10.1992,8.777,8.4034,7.9511,7.6316,7.7927,6.7103,6.402,7.504,7.8315,8.0508,8.2987,8.5199,8.652,8.0301,7.83,7.461,7.7783,6.6006,6.2929,6.2827
total-assets,340.856,345.091,329.839,327.746,326.892,322.844,325.385,318.216,340.536,339.878,336.315,339.15,342.548,347.906,360.276,92.788,97.8438,97.8513,100.8572,99.3248,101.4643,96.8019,102.0106,92.5346,89.445,86.2037,83.4349,77.0943,85.2538,80.5718,80.0214,75.6445,72.1987,72.4058,69.9991,62.7353,60.4099,56.582,54.8566,54.4507,53.1347,54.0873,54.2277,52.8671,51.7055,49.378,50.358,50.4082,48.6654,48.5959,45.845,47.9046,47.194,47.069,46.5,46.9839,43.646,41.7342,39.7082
total-current-liabilities,42.974,42.999,39.811,38.503,38.971,38.806,40.567,40.849,40.892,42.065,36.082,30.945,34.005,38.27,54.26,17.422,20.0263,17.4856,20.222,18.1608,21.1449,20.4406,29.2726,21.451,23.3845,22.0221,22.6928,17.716,19.4485,17.2705,20.346,16.6706,16.4676,18.5845,20.3442,14.4855,16.0281,13.3305,12.1558,11.2474,10.059,11.1626,11.4019,11.8515,12.4129,11.2984,11.4843,11.4587,9.8598,9.6517,7.3678,8.6897,8.6202,8.7901,8.765,9.8975,9.0474,8.5831,10.2689
long-term-debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
